🔒 Row ID,Permit #,Permit Type,Permit Description,Project #,Permit Target Date,Permit Submittal Date,Permit Agency Comments 1 Date,Permit Resubmittal 1 Date,Permit Agency Comments 2 Date,Permit Resubmittal 2 Date,Permit Approval Date,Permit Expiration Date,Notes,TargetAlerts/Removal Flag,SubmittalAlerts/Removal Flag,SubmittalAlertsOLD/Submittal Alert Sent Date,AgencyCommentsAlerts/Comments 1 Removal Flag,AgencyCommentsAlerts/Comments 2 Removal Flag,AgencyCommentsAlertsOLD/Agency Comments 1a Sent Date,AgencyCommentsAlertsOLD/Agency Comments 1b Sent Date,AgencyCommentsAlertsOLD/Agency Comments 2a Sent Date,AgencyCommentsAlertsOLD/Agency Comments 2b Sent Date,ExpirationAlerts/Removal Flag,ExpirationAlertsOLD/Expiration Alert Sent Date,RecMetadataPermit/Date Created,RecMetadataPermit/Created By Email,RecMetadataPermit/Date Last Updated,RecMetadataPermit/Last Updated By Email
bKGuSoKHSSSSq7xkeG1DBQ,38436-544-DWC,DEP Sewer Clearance,,20210209,,2025-01-13T00:00:00.000Z,,,,,2025-01-13T00:00:00.000Z,,,,,2025-02-27T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
GS4wfYvPRv2dbB7wOXCJZw,0125769-528-DSGP/02,DEP Water,,20210209,,2024-01-02T00:00:00.000Z,,,,,2024-02-07T00:00:00.000Z,,,,,2024-02-16T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
XuZl6LT0To-s1-SBPb9BKQ,0125769-528-DSGP/02,DEP Water Clearance,,20210209,,2025-01-13T00:00:00.000Z,,,,,2025-01-31T00:00:00.000Z,,,,,2025-02-27T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
Z0vR2OilQpaxk9X0SQ3SSw,DOS2022-00068  TCC,Project Certification - Site,,20210209,,2025-02-19T00:00:00.000Z,,,,,2025-02-25T17:00:00.000Z,,,,,2025-04-05T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
SlMzlISgQE-JbRK-3KIfYA,DOS2022-00068 TCC EXT,Project Certification - Site,TCC,20210209,,2025-06-30T16:00:00.000Z,,,,,,,,,Alert Removed,2025-03-20T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
14Vn5KFbQ7-RSuFw4CUf8Q,220323-33656/36-106951-P,SFWMD Water Management Permitting,,20210209,,2022-03-23T00:00:00.000Z,,2022-07-29T00:00:00.000Z,,,2022-09-27T00:00:00.000Z,,,,,2022-05-07T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
VzOG2gChQK2c8i6c2Yofcw,220825-8/36-09894-W,SFWMD Water Use Permitting,,20210209,,2022-08-25T00:00:00.000Z,,,,,2022-08-29T00:00:00.000Z,,,,,2022-10-09T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
Z.WKqLomThmmJsa773zBcQ,DOS2022-00068-M01,Site Development Minor Change,,20210209,,2023-06-13T00:00:00.000Z,,,,,2023-07-11T00:00:00.000Z,,,,,2023-07-28T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
wFG1b4VOQf6CFOQyAgonmA,DOS2022-00068-M02,Site Development Minor Change,,20210209,,2024-03-25T00:00:00.000Z,,,,,2024-05-18T00:00:00.000Z,,,,,2024-05-09T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
WDC5TwSPSg6Wl2vgxLhn2Q,DOS2022-00068-M03,Site Development Minor Change,,20210209,,2025-05-29T16:00:00.000Z,,,,,2025-06-03T00:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
aaP0aeeWTlqHBBg-nOCg2Q,DOS2022-00068,Site Development Permit,,20210209,,2022-04-07T00:00:00.000Z,2022-10-17T00:00:00.000Z,2022-10-27T00:00:00.000Z,,,2022-11-07T00:00:00.000Z,,,,,2022-05-22T00:00:00.000Z,,,2022-11-07T00:00:00.000Z,2022-12-01T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
g2f5V0Q9QKuZLgrv91OhzQ,GEN2022-00287,Submittal Requirement Waiver,,20210209,,2022-06-23T00:00:00.000Z,,,,,2022-08-09T00:00:00.000Z,,,,,2022-08-07T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
MvcUIXUsTVefWBu3937rrA,LCU2022-00118,Utility - Closeout,,20210209,,2024-12-19T00:00:00.000Z,,,,,2025-01-30T17:00:00.000Z,,,,,2025-02-02T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
q94FkmyaReWKkBk2SGkpSw,LCU2022-00118,Utility - Fee Quote,,20210209,,2022-12-07T17:00:00.000Z,,,,,2022-12-27T17:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
OoTiEwSnSqm8juzCDAcgHQ,LCU2022-00118,Utility - New Project,,20210209,,2023-12-13T00:00:00.000Z,,,,,2024-01-12T00:00:00.000Z,,,,,2024-01-27T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
fY3lyCQqSHS0xlvDASNnTw,SP21-0057,Site Development Minor Change,,20210305,,2024-08-13T00:00:00.000Z,,,,,2024-09-24T00:00:00.000Z,,,,,2024-09-27T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
a.idDpuQSQmSgAyaoM7OAMw,SP21-0057,Site Development Minor Change,,20210305,,,,,,,2025-11-25T17:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
XT4jNT-1RX2MTqnS-YvFsw,SP21-0057,Site Development Permit,,20210305,,2021-07-29T00:00:00.000Z,,2022-04-20T00:00:00.000Z,,,2022-05-13T00:00:00.000Z,,,,,2021-09-12T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
ttmaKNg9TLGV-Q7VCpWX8g,CS41-0182518-708-DWC,DEP Sewer,,20210309,,2023-08-11T00:00:00.000Z,,,,,2023-09-12T00:00:00.000Z,,,,,2023-09-25T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
TMhujkqASUOGx1-s-GAFng,CS41-0182518-708-DWC,DEP Sewer Clearance,,20210309,,2024-12-16T00:00:00.000Z,,,,,2024-12-16T00:00:00.000Z,,,,,2025-01-30T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
d7zK9QBQTl6LxZNi3EHyfw,2022-A-194-00057,FDOT Access Permitting,,20210309,,2022-09-15T00:00:00.000Z,2023-04-14T00:00:00.000Z,,,,2023-04-26T00:00:00.000Z,,,,,2022-10-30T00:00:00.000Z,,,2023-05-05T00:00:00.000Z,2023-05-29T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
wR9B5cwRQ5KYtiKkZ73.Rg,2022-D-194-00044,FDOT Drainage Permit,,20210309,,2022-09-15T16:00:00.000Z,2023-03-24T16:00:00.000Z,2023-04-03T16:00:00.000Z,,,2023-04-26T16:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
PCPSED-hQMiezINWOCBAYQ,2023-H-194-00302,FDOT Utility Permitting,,20210309,,2023-09-20T00:00:00.000Z,,2023-12-13T00:00:00.000Z,,,2023-12-13T00:00:00.000Z,,,,,2023-11-04T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
TUXSLU45Rq2LnwIu2UBuPA,,Project Certification - Site,,20210309,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
QZfmY0b1Rcmtz3Wjkse-QQ,856684 / 43046304.000,SFWMD Water Management Permitting,,20210309,,2022-09-15T00:00:00.000Z,2022-10-17T00:00:00.000Z,2023-01-20T00:00:00.000Z,,,2023-03-21T00:00:00.000Z,,,,,2022-10-30T00:00:00.000Z,,,2022-11-07T00:00:00.000Z,2022-12-01T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
jZosmhmMRCWnpgM6AqS8Ew,863933/20021103.000,SFWMD Water Use Permitting,,20210309,,2023-01-30T00:00:00.000Z,2023-02-02T00:00:00.000Z,2023-04-20T00:00:00.000Z,,,2023-05-02T00:00:00.000Z,,,,,2023-03-16T00:00:00.000Z,,,2023-02-23T00:00:00.000Z,2023-03-19T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
Rh2sxQ8uSkeqwJnO4TbUHg,PLN2210-0013.MOD01,Site Development Minor Change,,20210309,,2025-02-26T00:00:00.000Z,2023-03-25T16:00:00.000Z,,,,2025-04-28T00:00:00.000Z,,,,,2025-04-12T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
cwbGB1tKS9mvbrAD7VB2Pw,PLN2210-0013,Site Development Permit,,20210309,,2022-10-11T00:00:00.000Z,,2023-06-19T00:00:00.000Z,,,2023-07-28T00:00:00.000Z,,,,,2022-11-25T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
8fl8LIAQSyScid95boO.4A,ADV23-0189,Administrative Deviation,,20210403S,,2025-08-11T16:00:00.000Z,2024-01-09T17:00:00.000Z,,,,,,,,,,Alert Removed,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
oeghk-weStiMm5oo5mOaxQ,LOT23-0123,Lot Combo,,20210403S,,2023-01-23T00:00:00.000Z,,,,,2023-02-15T00:00:00.000Z,,,,,2023-03-09T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
0UVbiCVnTJ6GfrF3C7ivfw,221215-36916/36-108160-P,SFWMD Water Management Permitting,,20210403S,,2022-12-15T00:00:00.000Z,2023-01-13T00:00:00.000Z,2023-04-07T00:00:00.000Z,,,2023-05-10T00:00:00.000Z,2030-08-05T16:00:00.000Z,,,,2023-01-29T00:00:00.000Z,,,2023-02-03T00:00:00.000Z,2023-02-27T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
T.mXNOadRy-pMnIayP2a.g,230427-4/36-05866-W,SFWMD Water Use Permitting,Water Use Modification,20210403S,,2023-04-27T00:00:00.000Z,,,,,2023-05-04T00:00:00.000Z,,,,,2023-06-11T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-11-24T16:13:33.257Z,Shelly@qainc.net
QGbZ5XmOSDOVO7dTOU0dtw,SITC-025583-2022,Site Development Minor Change,,20210403S,,2024-10-11T00:00:00.000Z,,,,,2024-11-15T00:00:00.000Z,,,,,2024-11-25T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
FAX49hOrT1qK7eQQzNkpNw,SITC-025583-2022,Site Development Minor Change,,20210403S,,2025-03-21T00:00:00.000Z,,2025-04-10T00:00:00.000Z,,,2025-04-23T00:00:00.000Z,,,,,2025-05-05T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
fPDrXQC3SnO66X8eWT3YBQ,SITC-025583-2022,Site Development Permit,,20210403S,,2022-12-15T00:00:00.000Z,,2023-06-08T00:00:00.000Z,,,2023-06-27T00:00:00.000Z,,,,,2023-01-29T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
B8I0g.hlRzWLFl4zaVkG0g,,DEP Sewer,,20210405,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
QMStFB8.Tn2AGBPCKxpGaw,LDO2024-00600,Limited Review Development Order,,20210405,,2024-11-25T00:00:00.000Z,2025-05-27T00:00:00.000Z,2025-05-30T00:00:00.000Z,2025-09-08T16:00:00.000Z,2025-09-11T16:00:00.000Z,2025-10-06T16:00:00.000Z,,,,,2025-01-09T00:00:00.000Z,,,2025-06-17T00:00:00.000Z,2025-07-11T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
JvxQdlBaTwS6k.HRi9-nWA,,Rezoning Conventional,,20210405,,2023-02-09T00:00:00.000Z,,,,,2023-03-13T00:00:00.000Z,,,,,2023-03-26T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
UURFztx0Qdmp4zBB1xUJaA,CPD20240155,Rezoning Planned Development,,20210405,,2024-06-05T00:00:00.000Z,2024-06-20T00:00:00.000Z,2024-07-03T00:00:00.000Z,,,2025-03-04T17:00:00.000Z,,,,,2024-07-20T00:00:00.000Z,,,2024-07-11T00:00:00.000Z,2024-08-04T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
RJSpYi4mSH-I3qbyeQ46KA,,SFWMD 10/2,,20210405,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
qM.pKvdsR26BN2O24eIOuQ,241119-47741/36-112133-W,SFWMD Water Use Permitting,,20210405,,2024-11-19T17:00:00.000Z,,,,,2024-12-02T17:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
eMuAde5yTTOlfJNlLcZ1.g,20240192,Site Development Permit,,20210405,,2024-07-03T00:00:00.000Z,,2024-11-27T00:00:00.000Z,,,2024-12-04T00:00:00.000Z,,,,,2024-08-17T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
zTRjcc1cTjOqRLr.Ynwg4g,LCU2025-00121,Utility - Fee Quote,,20210405,,2025-11-21T17:00:00.000Z,,,,,2025-12-29T00:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-01-05T12:54:10.551Z,Sharon@qainc.net
rNYq2EmtSc-703Fjwutfmw,,FPL Permitting,,20210601,,2022-05-25T00:00:00.000Z,,,,,2023-05-03T00:00:00.000Z,,,,,2022-07-09T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
ZaukAR3QTHKXolHgZXGnjg,220504-34302/36-107149-P,SFWMD Water Management Permitting,,20210601,,2022-05-04T00:00:00.000Z,,2023-08-02T00:00:00.000Z,,,2023-09-27T00:00:00.000Z,,,,,2022-06-18T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
5AWruourS6mgl.Zy2nLPMg,231122-41390/36-107149-P,SFWMD Water Management Permitting,,20210601,,2023-11-22T00:00:00.000Z,2023-12-21T00:00:00.000Z,2024-01-16T00:00:00.000Z,,,2024-03-15T00:00:00.000Z,,,,,2024-01-06T00:00:00.000Z,,,2024-01-11T00:00:00.000Z,2024-02-04T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
Y6jAFC5DQla1fzhYzvcd2Q,220708-1/36-09865-W,SFWMD Water Use Permitting,,20210601,,2022-07-07T16:00:00.000Z,,,,,2022-07-14T16:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
UwV-kXyfT76TYRk.0HadWQ,DOS2022-00001-A01,Site Development Amendment,,20210601,,2023-11-22T00:00:00.000Z,,,,,2023-12-26T00:00:00.000Z,,,,,2024-01-06T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
6i0E04q4QDqhxBigVcq-lg,DOS2022-00001,Site Development Permit,,20210601,,2022-01-05T00:00:00.000Z,2023-02-23T00:00:00.000Z,2023-05-03T00:00:00.000Z,,,2023-05-17T00:00:00.000Z,,,,,2022-02-19T00:00:00.000Z,,,2023-03-16T00:00:00.000Z,2023-04-09T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
OpsWcthLSOqIGzl8Ur1tOw,LCU2022-00073,Utility - Fee Quote,,20210601,,2022-07-07T00:00:00.000Z,,,,,2022-07-25T00:00:00.000Z,,,,,2022-08-21T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
IUUc0ePySP6hDl7Vunwq0w,LCU2022-00073,Utility - New Project,,20210601,,2023-11-13T00:00:00.000Z,,2024-01-02T17:00:00.000Z,,,2024-01-03T00:00:00.000Z,,,,,2023-12-28T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
qf0Bng13Q--9fbBwc8vBdw,47312-669-DWC/CL,DEP Sewer,,20210607,,2025-05-28T00:00:00.000Z,,,,,2025-08-25T16:00:00.000Z,,,,,2025-07-12T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
z4sWJ4QbSqWXr6d-xuC2UQ,125562-561-DSGP/02,DEP Water,,20210607,,2025-05-28T00:00:00.000Z,,,,,2025-06-23T00:00:00.000Z,,,,,2025-07-12T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
rXXHy0CJQbGa6fdwA4dCvw,REZ2022-00015,Rezoning Conventional,,20210607,,2022-06-06T00:00:00.000Z,2022-07-06T00:00:00.000Z,2022-09-16T00:00:00.000Z,,,2022-11-07T00:00:00.000Z,,,,,2022-07-21T00:00:00.000Z,,,2022-07-27T00:00:00.000Z,2022-08-20T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
u7gU-JjwR5ODluKtmlh8sQ,231214-41662/36-110151-P,SFWMD Water Management Permitting,,20210607,,2023-12-14T17:00:00.000Z,2024-02-19T17:00:00.000Z,2024-04-01T16:00:00.000Z,,,2024-05-03T16:00:00.000Z,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
ylRPUjDESkqEldaziMvpOw,250612-53840/36-110151-P,SFWMD Water Management Permitting,,20210607,,2025-06-12T00:00:00.000Z,2025-07-11T16:00:00.000Z,2025-08-04T16:00:00.000Z,,,2025-10-24T16:00:00.000Z,,,,,2025-07-27T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
Fvg4r5liQgmikKXAWl2l7w,240118-42035/	36-10206-W,SFWMD Water Use Permitting,,20210607,,2024-01-18T00:00:00.000Z,,,,,2024-01-22T00:00:00.000Z,,,,,2024-03-03T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
jIzAh5WtQG6maFQD-Xg9nw,DOS2023-00183-M01,Site Development Minor Change,,20210607,,2025-05-29T00:00:00.000Z,2025-07-07T00:00:00.000Z,2025-09-16T16:00:00.000Z,2025-10-13T16:00:00.000Z,2025-10-21T16:00:00.000Z,2025-11-05T17:00:00.000Z,,,,,2025-07-13T00:00:00.000Z,,,2025-07-28T00:00:00.000Z,2025-08-21T00:00:00.000Z,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
7CY-KJJuQXWCXj3DYepXfQ,DOS2023-00183,Site Development Permit,,20210607,,2023-12-22T00:00:00.000Z,2024-02-29T17:00:00.000Z,2024-03-20T16:00:00.000Z,2024-07-23T16:00:00.000Z,2024-09-19T16:00:00.000Z,2025-03-06T00:00:00.000Z,,,,,2024-02-05T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
nJiUSemTTXmI4zOJynecxg,GEN2022-00163,Submittal Waiver,TIS,20210607,,2022-04-05T00:00:00.000Z,,,,,2022-04-15T16:00:00.000Z,,,,,2022-05-20T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
5vWlnDkeSFW4ovgttB6WvQ,SUR2025-00034,Surety Bonding,,20210607,,2025-03-11T00:00:00.000Z,,,,,2025-04-17T00:00:00.000Z,,,,,2025-04-25T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
cNhILpQpQxCtiN.8PvWAFw,LCU2025-00031,Utility - Fee Quote,,20210607,,2025-03-26T00:00:00.000Z,,,,,2025-05-05T00:00:00.000Z,,,,,2025-05-10T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
Zbh1bghiT5yfBTDWrfn13w,LCU2025-00031,Utility - New Project,,20210607,,2025-05-07T00:00:00.000Z,,,,,2025-06-04T00:00:00.000Z,,,,,2025-06-21T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
cwrrSgtNSRy7rpSvaI6c8Q,COM2025-00690,Building Permitting,,20210608B,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
vif1MY4DQWiGZ.MIp3NS7g,COM2025-00670,Building Permitting,,20210608B,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
aKkBhGuYQzS3vA2ucyZ0WA,COM2025-00680,Building Permitting,,20210608B,,,,,,,,,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
FX5IYtJ7THWYJ2r.MTAMvw,ADD2023-00105,Administrative Deviation,,20210608S,,2023-06-29T00:00:00.000Z,,,,,2023-08-14T16:00:00.000Z,,,,,2023-08-13T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
JzTiVyYrTyWR5wtCfdaZ1A,38436-506-DWC/CM,DEP Sewer,,20210608S,,2022-07-28T00:00:00.000Z,,,,,2022-08-16T00:00:00.000Z,,,,,2022-09-11T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
6RfGnZW2Rfa1Be.KZ93SXQ,0217283-259 DSGP,DEP Water,,20210608S,,2022-07-28T00:00:00.000Z,,,,,2022-10-14T00:00:00.000Z,,,,,2022-09-11T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
KUWZ-lRqQR241PX..cFqsg,2024-D-192-00003,FDOT Drainage Permit,,20210608S,,2024-02-05T17:00:00.000Z,2024-02-07T17:00:00.000Z,2024-05-02T16:00:00.000Z,,2024-10-22T00:00:00.000Z,2024-11-15T00:00:00.000Z,2026-05-14T00:00:00.000Z,,,,,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2026-02-16T15:42:58.227Z,Shelly@qainc.net
HYQQcWnjSraogMTgZ3pjwA,2021-D-192-00038,FDOT Drainage Permit,,20210608S,,2021-10-05T00:00:00.000Z,,,,,2022-03-07T00:00:00.000Z,,,,,2021-11-19T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
KrloOReNRJCkTzX7LtjOMA,REZ2022-00013,Rezoning Conventional,,20210608S,,2022-05-10T00:00:00.000Z,,,,,2022-08-29T00:00:00.000Z,,,,,2022-06-24T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
NQ8pk9F6RmaI5pfRDxex0g,240205-42253/36-110357-P,SFWMD Water Management Permitting,,20210608S,,2024-02-05T00:00:00.000Z,,2024-04-29T00:00:00.000Z,,,2024-07-10T00:00:00.000Z,,,,,2024-03-21T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
S.jtxxtWRJyDep5xjwB43A,211005-13755/36-106010-P,SFWMD Water Management Permitting,,20210608S,,2021-10-06T00:00:00.000Z,,2022-02-07T00:00:00.000Z,,,2022-02-11T00:00:00.000Z,,,,,2021-11-20T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
onkhHQ9wR2ex97gq42pr4g,Transfer 36-06823-W,SFWMD Water Use Permitting,,20210608S,,2022-10-05T00:00:00.000Z,,,,,2022-11-29T00:00:00.000Z,,,,,2022-11-19T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
WcEBJ5ttSYGk32A9YQehpQ,DOS2021-00129-A01,Site Development Amendment,,20210608S,,2022-09-05T00:00:00.000Z,,,,,2022-11-22T00:00:00.000Z,,,,,2022-10-20T00:00:00.000Z,,,,,,,,,2025-09-05T00:00:00.000Z,Al@qainc.net,2025-09-05T00:00:00.000Z,Al@qainc.net
